category,subcategory,title,authors,date,year,Accuracy,BER,EER,F1,FAR,FPR,FNR,FRR,Precision,Recall,TPR,Device,Proposed Scheme,Target Goal,open science,publisher,url,cite
Wireless and Proximity-based Authentication,RFID Authentication ,RFSpy: Eavesdropping on Online Conversations with Out-of-Vocabulary Words by Sensing Metal Coil Vibration of Headsets Leveraging RFID,"Yunzhong Chen, Jiadi Yu, Yingying Chen, Linghe Kong, Yanmin Zhu",6/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3643832.3661887,~\cite{}
,Device-based Authentication ,An enhanced user authentication solution for mobile payment systems using wearables,"KS Wong, MH Kim",2016,2016,,,,,,,,,,,,Smartwatch,"A practical user authentication solution for mobile payment systems, and the main idea is to split the user's private data, such as credit card and banking information, and then store them across two separate devices (e.g., a smartphone and a wearable device)",User authentication,No,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/sec.1654,~\cite{wong2016enhanced}
Device-based Authentication,Device-based Authentication ,A novel authentication protocol for micropayment with wearable devices,"A Yohan, NW Lo, V Randy, SJ Chen…",2016,2016,,,,,,,,,,,,Wearables,Generating and utilizing unique session key for each communication process along with secret string stored in the wearable device (WD) and the corresponding wearable payment counter (WP counter) to ensure the security robustness of our protocol,Device autentication,No,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2857546.2857565,~\cite{yohan2016novel}
Device-based Authentication,Device-based Authentication ,A dynamic identity end-to-end authentication key exchange protocol for IoT environments,"Chien-Lung Hsu;
Tzu-Hsien Chuang;
Yu-Han Chen;
Tzu-Wei Lin;
Huang-Chia Lu",2017,2017,,,,,,,,,,,,Wearables,An end-to-end authenticated key exchange agreement for wearable devices in IoT environments,Device autentication,No,IEEE,https://ieeexplore.ieee.org/document/8244673/,~\cite{hsu2017dynamic}
Multi-Factor Authentication,Multi-Factor Authentication ,Multi-factor Based User Authentication Scheme for Lightweight IoT Devices,"J. Gowthami;
N. Shanthi",2018,2018,,,,,,,,,,,,,Establishing mutual authentication and key establishment between the users and smart devices involved in the communication,Device autentication,No,IEEE,https://ieeexplore.ieee.org/document/8997157/,~\cite{gowthami2018multi}
Device-based Authentication,Device-based Authentication ,Lightweight and Secure Authentication Protocol for Wearable Device in Smart Healthcare,"Saja A. Hussein;
Issa Ahmed Abed;
Zaid Alaa Hussien",2022,2022,,,,,,,,,,,,Wearables,A lightweight and secure authentication protocol for wearable device in smart healthcare,Device autentication,No,IEEE,https://ieeexplore.ieee.org/document/9872743/,~\cite{hussein2022lightweight}
Wireless and Proximity-based Authentication,Bluetooth Authentication ,Bluetooth security in wearable computing applications,"R Bouhenguel, I Mahgoub…",2008,2008,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/4810232/,~\cite{}
Wireless and Proximity-based Authentication,Bluetooth Authentication ,Authentication Protocol for Wearable Devices Using Mobile Authentication Proxy,"Doo-Hee Hwang;
Jin-Myeong Shin;
Yoon-Ho Choi",2018,2018,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8436650/,~\cite{}
Wireless and Proximity-based Authentication,Bluetooth Authentication ,A Method of Safe and Fast Bluetooth Connection and Energy Saving for Educational Environment,"Jingxian Zhou;
Guangming Zheng;
Hui Li;
Zhaojun Gu",2020,2020,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9265878/,~\cite{}
Wireless and Proximity-based Authentication,Bluetooth Authentication ,Every byte matters: Traffic analysis of bluetooth wearable devices,"L Barman, A Dumur, A Pyrgelis…",2021,2021,,,,,,,,,,,,,,,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3463512,~\cite{}
Wireless and Proximity-based Authentication,Bluetooth Authentication ,BlueSWAT: A Lightweight State-Aware Security Framework for Bluetooth Low Energy,"Xijia Che, Yi He, Xuewei Feng, Kun Sun, Ke Xu, Qi Li",12/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3658644.3670397,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,A privacy-aware continuous authentication scheme for proximity-based access control,"I Agudo, R Rios, J Lopez",2013,2013,,,,,,,,,,,,,,,,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167404813000874,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,6.3 A 45.5μW 15fps always-on CMOS image sensor for mobile and wearable devices,"Jaehyuk Choi;
Jungsoon Shin;
Dongwu Kang;
Du-Sik Park",2015,2015,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7062952/,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,Proximity based IoT device authentication,"J Zhang, Z Wang, Z Yang…",2017,2017,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8057145/,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,PCASA: Proximity based continuous and secure authentication of personal devices,"P Hu, PH Pathak, Y Shen, H Jin…",2017,2017,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7964941/,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,PCASA: Proximity Based Continuous and Secure Authentication of Personal Devices,"Pengfei Hu;
Parth H. Pathak;
Yilin Shen;
Hongxia Jin;
Prasant Mohapatra",2017,2017,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/7964941/,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,"e-SAFE: Secure, Efficient and Forensics-Enabled Access to Implantable Medical Devices","Haotian Chi;
Longfei Wu;
Xiaojiang Du;
Qiang Zeng;
Paul Ratazzi",2018,2018,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/8433213/,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,A lightweight mutual authentication with wearable device in location-based mobile edge computing,"CL Chen, ML Chiang, HC Hsieh, CC Liu…",2020,2020,,,,,,,,,,,,,,,,Springer,https://link.springer.com/article/10.1007/s11277-020-07240-2,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,Delivery of User Intentionality between Computer and Wearable for Proximity-based Bilateral Authentication,"J Jo, L Eun-Kyu, J Jo",2021,2021,,,,,,,,,,,,,,,,search.proquest.com,https://search.proquest.com/openview/859db6cbb5bed042740d16593784f7a9/1?pq-origsite=gscholar&cbl=5444811,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,"Toward Scalable and Transparent Multimodal Analytics to Study Standard Medical Procedures: Linking Hand Movement, Proximity, and Gaze Data","Ville Heilala, Sami Lehesvuori, Raija Hämäläinen, Tommi Kärkkäinen",5/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3605098.3635929,~\cite{}
Wireless and Proximity-based Authentication,Proximity Authentication ,EarAuthCam: Personal Identification and Authentication Method Using Ear Images Acquired with a Camera-Equipped Hearable Device,"Yurina Mizuho, Yohei Kawasaki, Takashi Amesaka, Yuta Sugiura",5/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3652920.3653059,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Low-power pervasive wi-fi connectivity using WiScan,"Tianxing Li, Chuankai An, Ranveer Chandra, Andrew T. Campbell, Xia Zhou",9/1/15 0:00,2015,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/2750858.2807515,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Capturing Personal and Crowd Behavior with Wi-Fi Analytics,"Utku Gunay Acer, Geert Vanderhulst, Afra Masshadi, Aidan Boran",6/1/16 0:00,2016,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/2935651.2935656,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Continuous authentication and authorization for the internet of things,"M Shahzad, MP Singh",2017,2017,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7867716/,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Watch Your Smartwatch,"Manal Al-Sharrah;
Ayed Salman;
Imtiaz Ahmad",2018,2018,,,,,,,,,,,,Smartwatch,,,,IEEE,https://ieeexplore.ieee.org/document/8374228/,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Continuous user authentication by contactless wireless sensing,"F Wang, Z Li, J Han",2019,2019,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8715810/,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,"Large Scale PoC Experiment with 57,000 people to Accumulate Patterns for Lifestyle Authentication","Ryosuke Kobayashi, Nobuyuki Saji, Nobuo Shigeta, Rie Shigetomi Yamaguchi",3/1/19 0:00,2019,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3292006.3302383,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,The Intelligent Automobile Applied a Vehicular Ad-Hoc Network by the microcontroller,"Sappasit Thongmee;
Nithiroth Pornsuwancharoen",2019,2019,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/9040979/,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,"Device-free user authentication, activity classification and tracking using passive Wi-Fi sensing: a deep learning-based approach","V Jayasundara, H Jayasekara…",2020,2020,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9064517/,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Prongle,"Otto Waltari, Jussi Kangasharju",3/1/20 0:00,2020,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3341105.3375772,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Wearable-User Authentication via Cross-Technology Interference in Heterogeneous Environments,"P Huang, X Zhang, S Yu, L Guo…",2021,2021,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9647010/,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,New Approach for Stress Assessment Based on Healthcare Ecosystems,"Gonçalo Ribeiro;
Octavian Postolache",2023,2023,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10254045/,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Leveraging Machine Learning for Wi-Fi-based Environmental Continuous Two-Factor Authentication,"AAS AlQahtani, T Alshayeb, M Nabil…",2024,2024,,,,,,,,,,,,,,,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10409497/,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Over-the-Air Runtime Wi-Fi MAC Address Re-randomization,"Hongyu Jin, Panos Papadimitratos",5/1/24 0:00,2024,,,,,,,,,,,,,,,,ACM,https://dl.acm.org/doi/10.1145/3643833.3656122,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Wearables and Cybersecurity: Navigating the Threat Landscape,"Ayushi Hora;
Prasanna Kulkarni",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10625662/,~\cite{}
Wireless and Proximity-based Authentication,Wi-Fi Authentication ,Device For Securing IoT In The Wireless Environment,"Dumitrache Cezar;
Gavriloaia Gheorghe;
Predusca Gabriel;
Gavriloaia Mariuca-Roxana",2024,2024,,,,,,,,,,,,,,,,IEEE,https://ieeexplore.ieee.org/document/10607458/,~\cite{}
